time,input,output
1.650000,-1.500000,0.224926
1.660000,-1.500000,0.604178
1.670000,-1.500000,0.186033
1.680000,-1.500000,0.367228
1.690000,-1.500000,0.306471
1.700000,-1.500000,0.178783
1.710000,-1.500000,0.327186
1.720000,-1.500000,0.215988
1.730000,-1.500000,0.338347
1.740000,-1.500000,0.383895
1.750000,-1.500000,0.545883
1.760000,-1.500000,0.354393
1.770000,-1.500000,0.201444
1.780000,-1.500000,0.228121
1.790000,-1.500000,0.303789
1.800000,-1.500000,0.287715
1.810000,-1.500000,0.494669
1.820000,-1.500000,0.475134
1.830000,-1.500000,0.188054
1.840000,-1.500000,0.148036
1.850000,-1.500000,-0.179861
1.860000,-1.500000,0.126999
1.870000,-1.500000,0.048183
1.880000,-1.500000,0.135456
1.890000,-1.500000,0.241901
1.900000,-1.500000,0.196131
1.910000,-1.500000,0.151209
1.920000,-1.500000,0.175045
1.930000,-1.500000,0.110799
1.940000,-1.500000,0.148859
1.950000,-1.500000,-0.406481
1.960000,-1.500000,0.048223
1.970000,-1.500000,0.059409
1.980000,-1.500000,0.008841
1.990000,-1.500000,0.013935
2.000000,-1.500000,0.144930
2.010000,-1.500000,-0.075769
2.020000,-1.500000,0.351578
2.030000,-1.500000,0.097008
2.040000,-1.500000,-0.028504
2.050000,-1.500000,-0.076115
2.060000,-1.500000,-0.073293
2.070000,-1.500000,-0.220748
2.080000,-1.500000,-0.107726
2.090000,-1.500000,-0.065489
2.100000,-1.500000,-0.035027
2.110000,-1.500000,-0.052336
2.120000,-1.500000,-0.205008
2.130000,-1.500000,-0.403219
2.140000,-1.500000,-0.303096
2.150000,-1.500000,0.039413
2.160000,-1.500000,-0.092221
2.170000,-1.500000,-0.194064
2.180000,-1.500000,-0.391683
2.190000,-1.500000,-0.289738
2.200000,-1.500000,-0.508049
2.210000,-1.500000,-0.416165
2.220000,-1.500000,-0.387238
2.230000,-1.500000,-0.425403
2.240000,-1.500000,-0.236905
2.250000,-1.500000,-0.632588
2.260000,-1.500000,-0.565387
2.270000,-1.500000,-0.666359
2.280000,-1.500000,-0.665263
2.290000,-1.500000,-0.470785
2.300000,-1.500000,-0.764391
2.310000,-1.500000,-0.413237
2.320000,-1.500000,-0.592707
2.330000,-1.500000,-0.564202
2.340000,-1.500000,-0.545617
2.350000,-1.500000,-0.686953
2.360000,-1.500000,-0.476880
2.370000,-1.500000,-0.692817
2.380000,-1.500000,-0.590250
2.390000,-1.500000,-0.737885
2.400000,1.500000,-0.682634
2.410000,1.500000,-0.706131
2.420000,1.500000,-0.731928
2.430000,1.500000,-0.945988
2.440000,1.500000,-0.742887
2.450000,1.500000,-0.881492
2.460000,1.500000,-0.750018
2.470000,1.500000,-1.208085
2.480000,1.500000,-1.116837
2.490000,1.500000,-0.844551
2.500000,1.500000,-0.623700
2.510000,1.500000,-0.801864
2.520000,1.500000,-1.056855
2.530000,1.500000,-1.230952
2.540000,1.500000,-0.859865
2.550000,1.500000,-1.003334
2.560000,1.500000,-0.909914
2.570000,1.500000,-0.997227
2.580000,1.500000,-1.022344
2.590000,1.500000,-0.570237
2.600000,1.500000,-1.049448
2.610000,1.500000,-1.083537
2.620000,1.500000,-1.086884
2.630000,1.500000,-1.168714
2.640000,1.500000,-0.928113
2.650000,1.500000,-1.148271
2.660000,1.500000,-0.998914
2.670000,1.500000,-1.061053
2.680000,1.500000,-0.919365
2.690000,1.500000,-1.051186
2.700000,1.500000,-1.314466
2.710000,1.500000,-1.336814
2.720000,1.500000,-0.908339
2.730000,1.500000,-1.230693
2.740000,1.500000,-1.346165
2.750000,1.500000,-1.245638
2.760000,1.500000,-0.941703
2.770000,1.500000,-1.367607
2.780000,1.500000,-1.280952
2.790000,1.500000,-1.249780
2.800000,1.500000,-1.342089
2.810000,1.500000,-1.330940
2.820000,1.500000,-1.382656
2.830000,1.500000,-1.214004
2.840000,1.500000,-1.195186
2.850000,1.500000,-1.244505
2.860000,1.500000,-1.395108
2.870000,1.500000,-0.932052
2.880000,1.500000,-1.336494
2.890000,1.500000,-1.078060
2.900000,1.500000,-1.287178
2.910000,1.500000,-1.006347
2.920000,1.500000,-0.955219
2.930000,1.500000,-1.239006
2.940000,1.500000,-1.397869
2.950000,1.500000,-0.976718
2.960000,1.500000,-0.782744
2.970000,1.500000,-1.005788
2.980000,1.500000,-1.037894
2.990000,1.500000,-0.925012
3.000000,1.500000,-0.924601
3.010000,1.500000,-1.167175
3.020000,1.500000,-1.130454
3.030000,1.500000,-0.919342
3.040000,1.500000,-1.028082
3.050000,1.500000,-0.786092
3.060000,1.500000,-1.094201
3.070000,1.500000,-0.852342
3.080000,1.500000,-0.904662
3.090000,1.500000,-0.966270
3.100000,1.500000,-0.747424
3.110000,1.500000,-0.812533
3.120000,1.500000,-1.065312
3.130000,1.500000,-0.791181
3.140000,1.500000,-0.660649
3.150000,1.500000,-0.883977
3.160000,1.500000,-0.887624
3.170000,1.500000,-0.938807
3.180000,1.500000,-0.819361
3.190000,1.500000,-0.692667
3.200000,-1.500000,-0.914203
3.210000,-1.500000,-0.981850
3.220000,-1.500000,-0.812862
3.230000,-1.500000,-0.956505
3.240000,-1.500000,-0.640943
3.250000,-1.500000,-0.776876
3.260000,-1.500000,-0.973119
3.270000,-1.500000,-0.737256
3.280000,-1.500000,-0.699574
3.290000,-1.500000,-0.585497
3.300000,-1.500000,-0.667297
3.310000,-1.500000,-0.337050
3.320000,-1.500000,-0.703148
3.330000,-1.500000,-0.620015
3.340000,-1.500000,-0.615836
3.350000,-1.500000,-0.634065
3.360000,-1.500000,-0.557068
3.370000,-1.500000,-0.484614
3.380000,-1.500000,-0.349297
3.390000,-1.500000,-0.800691
3.400000,-1.500000,-0.625033
3.410000,-1.500000,-0.607296
3.420000,-1.500000,-0.380748
3.430000,-1.500000,-0.578348
3.440000,-1.500000,-0.814905
3.450000,-1.500000,-0.495052
3.460000,-1.500000,-0.508296
3.470000,-1.500000,-0.468965
3.480000,-1.500000,-0.656635
3.490000,-1.500000,-0.215519
3.500000,-1.500000,-0.534043
3.510000,-1.500000,-0.508485
3.520000,-1.500000,-0.617251
3.530000,-1.500000,-0.618742
3.540000,-1.500000,-0.661814
3.550000,-1.500000,-0.527965
3.560000,-1.500000,-0.614829
3.570000,-1.500000,-0.136256
3.580000,-1.500000,-0.758343
3.590000,-1.500000,-0.636826
3.600000,1.500000,-0.520779
3.610000,1.500000,-0.349424
3.620000,1.500000,-0.519527
3.630000,1.500000,-0.345018
3.640000,1.500000,-0.605314
3.650000,1.500000,-0.436904
3.660000,1.500000,-0.167120
3.670000,1.500000,-0.592098
3.680000,1.500000,-0.368566
3.690000,1.500000,-0.397624
3.700000,1.500000,-0.781398
3.710000,1.500000,-0.513204
3.720000,1.500000,-0.235537
3.730000,1.500000,-0.386968
3.740000,1.500000,-0.593575
3.750000,1.500000,-0.285887
3.760000,1.500000,-0.463715
3.770000,1.500000,-0.323527
3.780000,1.500000,-0.313004
3.790000,1.500000,-0.541278
3.800000,1.500000,-0.230966
3.810000,1.500000,-0.506261
3.820000,1.500000,-0.544197
3.830000,1.500000,-0.467762
3.840000,1.500000,-0.373006
3.850000,1.500000,-0.290770
3.860000,1.500000,-0.419686
3.870000,1.500000,-0.168905
3.880000,1.500000,-0.235738
3.890000,1.500000,-0.373870
3.900000,1.500000,-0.111657
3.910000,1.500000,-0.056540
3.920000,1.500000,-0.243325
3.930000,1.500000,-0.249016
3.940000,1.500000,-0.482492
3.950000,1.500000,-0.253187
3.960000,1.500000,-0.221277
3.970000,1.500000,-0.122538
3.980000,1.500000,-0.173838
3.990000,1.500000,-0.094218
4.000000,-1.500000,0.124311
4.010000,-1.500000,-0.187839
4.020000,-1.500000,-0.167959
4.030000,-1.500000,-0.284078
4.040000,-1.500000,-0.065674
4.050000,-1.500000,0.102452
4.060000,-1.500000,-0.317023
4.070000,-1.500000,-0.134058
4.080000,-1.500000,-0.012177
4.090000,-1.500000,0.127011
4.100000,-1.500000,0.063137
4.110000,-1.500000,0.063608
4.120000,-1.500000,-0.014221
4.130000,-1.500000,0.106086
4.140000,-1.500000,0.198474
4.150000,-1.500000,-0.224355
4.160000,-1.500000,0.168373
4.170000,-1.500000,0.044451
4.180000,-1.500000,-0.017283
4.190000,-1.500000,-0.313750
4.200000,-1.500000,-0.140128
4.210000,-1.500000,0.351775
4.220000,-1.500000,-0.020840
4.230000,-1.500000,-0.079167
4.240000,-1.500000,0.024087
4.250000,-1.500000,-0.018075
4.260000,-1.500000,0.122485
4.270000,-1.500000,0.345347
4.280000,-1.500000,0.015005
4.290000,-1.500000,0.134015
4.300000,-1.500000,-0.070311
4.310000,-1.500000,0.352509
4.320000,-1.500000,0.142714
4.330000,-1.500000,-0.057943
4.340000,-1.500000,0.255988
4.350000,-1.500000,0.302252
4.360000,-1.500000,0.137178
4.370000,-1.500000,-0.148808
4.380000,-1.500000,0.391043
4.390000,-1.500000,0.155826
4.400000,-1.500000,0.289497
4.410000,-1.500000,0.014603
4.420000,-1.500000,0.035591
4.430000,-1.500000,0.112638
4.440000,-1.500000,0.267417
4.450000,-1.500000,0.109828
4.460000,-1.500000,-0.116007
4.470000,-1.500000,0.119292
4.480000,-1.500000,0.330329
4.490000,-1.500000,0.077551
4.500000,-1.500000,0.081737
4.510000,-1.500000,-0.144546
4.520000,-1.500000,-0.173281
4.530000,-1.500000,-0.059132
4.540000,-1.500000,-0.017110
4.550000,-1.500000,0.043473
4.560000,-1.500000,0.045445
4.570000,-1.500000,0.264361
4.580000,-1.500000,0.011918
4.590000,-1.500000,0.162195
4.600000,-1.500000,-0.021371
4.610000,-1.500000,0.204592
4.620000,-1.500000,-0.329879
4.630000,-1.500000,-0.138748
4.640000,-1.500000,0.101124
4.650000,-1.500000,-0.091953
4.660000,-1.500000,0.071670
4.670000,-1.500000,-0.025810
4.680000,-1.500000,0.051508
4.690000,-1.500000,-0.012740
4.700000,-1.500000,-0.015058
4.710000,-1.500000,0.102243
4.720000,-1.500000,0.009814
4.730000,-1.500000,-0.001713
4.740000,-1.500000,-0.168562
4.750000,-1.500000,-0.276985
4.760000,-1.500000,-0.302719
4.770000,-1.500000,-0.093391
4.780000,-1.500000,-0.611616
4.790000,-1.500000,-0.446921
4.800000,1.500000,-0.406830
4.810000,1.500000,-0.307578
4.820000,1.500000,-0.697881
4.830000,1.500000,-0.095673
4.840000,1.500000,-0.212173
4.850000,1.500000,-0.005151
4.860000,1.500000,-0.162362
4.870000,1.500000,-0.178271
4.880000,1.500000,0.004294
4.890000,1.500000,-0.451735
4.900000,1.500000,-0.608578
4.910000,1.500000,-0.416515
4.920000,1.500000,-0.518653
4.930000,1.500000,-0.436775
4.940000,1.500000,-0.569697
4.950000,1.500000,-0.320857
4.960000,1.500000,-0.336072
4.970000,1.500000,-0.427506
4.980000,1.500000,-0.379587
4.990000,1.500000,-0.456455
5.000000,1.500000,-0.319773
5.010000,1.500000,-0.431899
5.020000,1.500000,-0.488660
5.030000,1.500000,-0.303040
5.040000,1.500000,-0.253553
5.050000,1.500000,-0.243880
5.060000,1.500000,-0.613933
5.070000,1.500000,-0.543431
5.080000,1.500000,-0.729097
5.090000,1.500000,-0.498498
5.100000,1.500000,-0.395269
5.110000,1.500000,-0.481926
5.120000,1.500000,-0.155079
5.130000,1.500000,-0.523574
5.140000,1.500000,-0.630132
5.150000,1.500000,-0.366347
5.160000,1.500000,-0.430335
5.170000,1.500000,-0.364541
5.180000,1.500000,-0.400421
5.190000,1.500000,-0.406525
5.200000,-1.500000,-0.776980
5.210000,-1.500000,-0.552805
5.220000,-1.500000,-0.528274
5.230000,-1.500000,-0.487246
5.240000,-1.500000,-0.500770
5.250000,-1.500000,-0.362596
5.260000,-1.500000,-0.331202
5.270000,-1.500000,-0.603823
5.280000,-1.500000,-0.315329
5.290000,-1.500000,-0.330671
5.300000,-1.500000,-0.349347
5.310000,-1.500000,-0.647217
5.320000,-1.500000,-0.353734
5.330000,-1.500000,-0.411033
5.340000,-1.500000,-0.273186
5.350000,-1.500000,-0.144327
5.360000,-1.500000,-0.177028
5.370000,-1.500000,-0.412296
5.380000,-1.500000,-0.432701
5.390000,-1.500000,-0.335094
5.400000,-1.500000,-0.614236
5.410000,-1.500000,-0.670532
5.420000,-1.500000,-0.519402
5.430000,-1.500000,-0.255530
5.440000,-1.500000,-0.505004
5.450000,-1.500000,-0.219493
5.460000,-1.500000,-0.902629
5.470000,-1.500000,-0.717756
5.480000,-1.500000,-0.491648
5.490000,-1.500000,-0.337233
5.500000,-1.500000,-0.494538
5.510000,-1.500000,-0.504792
5.520000,-1.500000,-0.515331
5.530000,-1.500000,-0.781508
5.540000,-1.500000,-0.326621
5.550000,-1.500000,-0.624907
5.560000,-1.500000,-0.352171
5.570000,-1.500000,-0.543343
5.580000,-1.500000,-0.371311
5.590000,-1.500000,-0.494194
5.600000,1.500000,-0.573728
5.610000,1.500000,-0.529108
5.620000,1.500000,-0.805310
5.630000,1.500000,-0.578497
5.640000,1.500000,-0.314671
5.650000,1.500000,-0.385224
5.660000,1.500000,-0.753399
5.670000,1.500000,-0.522805
5.680000,1.500000,-0.568186
5.690000,1.500000,-0.482350
5.700000,1.500000,-0.600367
5.710000,1.500000,-0.655406
5.720000,1.500000,-0.410865
5.730000,1.500000,-0.589353
5.740000,1.500000,-0.426921
5.750000,1.500000,-0.472772
5.760000,1.500000,-0.679103
5.770000,1.500000,-0.654720
5.780000,1.500000,-0.323259
5.790000,1.500000,-0.597757
5.800000,1.500000,-0.747190
5.810000,1.500000,-0.815761
5.820000,1.500000,-0.470346
5.830000,1.500000,-0.596954
5.840000,1.500000,-0.745050
5.850000,1.500000,-0.510242
5.860000,1.500000,-0.588328
5.870000,1.500000,-0.872405
5.880000,1.500000,-0.512652
5.890000,1.500000,-0.390405
5.900000,1.500000,-0.191525
5.910000,1.500000,-0.585432
5.920000,1.500000,-0.548454
5.930000,1.500000,-0.325116
5.940000,1.500000,-0.545984
5.950000,1.500000,-0.522266
5.960000,1.500000,-0.658277
5.970000,1.500000,-0.771431
5.980000,1.500000,-0.398678
5.990000,1.500000,-0.736018
6.000000,1.500000,-0.345597
6.010000,1.500000,-0.641516
6.020000,1.500000,-0.465551
6.030000,1.500000,-0.556593
6.040000,1.500000,-0.301909
6.050000,1.500000,-0.429618
6.060000,1.500000,-0.156645
6.070000,1.500000,-0.626634
6.080000,1.500000,-0.378406
6.090000,1.500000,-0.424586
6.100000,1.500000,-0.375713
6.110000,1.500000,-0.155225
6.120000,1.500000,-0.302286
6.130000,1.500000,-0.563233
6.140000,1.500000,-0.284089
6.150000,1.500000,-0.420508
6.160000,1.500000,-0.415685
6.170000,1.500000,-0.161228
6.180000,1.500000,-0.407290
6.190000,1.500000,-0.357263
6.200000,1.500000,-0.276983
6.210000,1.500000,-0.117107
6.220000,1.500000,-0.159081
6.230000,1.500000,-0.272156
6.240000,1.500000,-0.261911
6.250000,1.500000,-0.385826
6.260000,1.500000,-0.305789
6.270000,1.500000,-0.272111
6.280000,1.500000,-0.174991
6.290000,1.500000,0.180258
6.300000,1.500000,-0.222921
6.310000,1.500000,-0.144895
6.320000,1.500000,-0.404393
6.330000,1.500000,0.033555
6.340000,1.500000,-0.292112
6.350000,1.500000,-0.167102
6.360000,1.500000,0.160212
6.370000,1.500000,-0.318030
6.380000,1.500000,0.049555
6.390000,1.500000,0.180842
6.400000,1.500000,0.315423
6.410000,1.500000,-0.051018
6.420000,1.500000,0.016229
6.430000,1.500000,0.420836
6.440000,1.500000,0.152397
6.450000,1.500000,0.060967
6.460000,1.500000,0.085146
6.470000,1.500000,0.066210
6.480000,1.500000,0.172042
6.490000,1.500000,0.435376
6.500000,1.500000,0.425609
6.510000,1.500000,0.121670
6.520000,1.500000,0.363531
6.530000,1.500000,0.288443
6.540000,1.500000,0.498332
6.550000,1.500000,0.372638
6.560000,1.500000,0.479000
6.570000,1.500000,0.418224
6.580000,1.500000,0.120685
6.590000,1.500000,0.497258
6.600000,1.500000,0.312218
6.610000,1.500000,0.655038
6.620000,1.500000,0.453155
6.630000,1.500000,0.488853
6.640000,1.500000,0.607099
6.650000,1.500000,0.723979
6.660000,1.500000,0.630016
6.670000,1.500000,0.940854
6.680000,1.500000,0.966363
6.690000,1.500000,1.001470
6.700000,1.500000,0.717854
6.710000,1.500000,0.545360
6.720000,1.500000,0.997463
6.730000,1.500000,0.763690
6.740000,1.500000,0.860614
6.750000,1.500000,0.979075
6.760000,1.500000,0.651280
6.770000,1.500000,1.187867
6.780000,1.500000,1.094020
6.790000,1.500000,1.036847
6.800000,-1.500000,1.147434
6.810000,-1.500000,1.119498
6.820000,-1.500000,1.074101
6.830000,-1.500000,1.030488
6.840000,-1.500000,0.985136
6.850000,-1.500000,1.169606
6.860000,-1.500000,1.202831
6.870000,-1.500000,1.337855
6.880000,-1.500000,1.218524
6.890000,-1.500000,1.071452
6.900000,-1.500000,0.976040
6.910000,-1.500000,1.223357
6.920000,-1.500000,1.256805
6.930000,-1.500000,1.262617
6.940000,-1.500000,1.052475
6.950000,-1.500000,1.480069
6.960000,-1.500000,1.494861
6.970000,-1.500000,1.209547
6.980000,-1.500000,1.480992
6.990000,-1.500000,1.517426
7.000000,-1.500000,1.385450
7.010000,-1.500000,1.241390
7.020000,-1.500000,1.657841
7.030000,-1.500000,1.473750
7.040000,-1.500000,1.384006
7.050000,-1.500000,1.555478
7.060000,-1.500000,1.698763
7.070000,-1.500000,1.372061
7.080000,-1.500000,1.567808
7.090000,-1.500000,1.772959
7.100000,-1.500000,1.295831
7.110000,-1.500000,1.391615
7.120000,-1.500000,1.389445
7.130000,-1.500000,1.463890
7.140000,-1.500000,1.460112
7.150000,-1.500000,1.544703
7.160000,-1.500000,1.370708
7.170000,-1.500000,1.404697
7.180000,-1.500000,1.552971
7.190000,-1.500000,1.531469
7.200000,1.500000,1.646411
7.210000,1.500000,1.574252
7.220000,1.500000,1.633100
7.230000,1.500000,1.332087
7.240000,1.500000,1.454133
7.250000,1.500000,1.809170
7.260000,1.500000,1.581274
7.270000,1.500000,1.640022
7.280000,1.500000,1.567742
7.290000,1.500000,1.594839
7.300000,1.500000,1.494245
7.310000,1.500000,2.098833
7.320000,1.500000,1.475036
7.330000,1.500000,1.535363
7.340000,1.500000,1.161961
7.350000,1.500000,1.724404
7.360000,1.500000,1.466483
7.370000,1.500000,1.548687
7.380000,1.500000,1.479489
7.390000,1.500000,1.545912
7.400000,1.500000,1.527935
7.410000,1.500000,1.571289
7.420000,1.500000,1.575137
7.430000,1.500000,1.564667
7.440000,1.500000,1.568240
7.450000,1.500000,1.807582
7.460000,1.500000,1.746121
7.470000,1.500000,1.753310
7.480000,1.500000,1.503581
7.490000,1.500000,1.824672
7.500000,1.500000,1.811599
7.510000,1.500000,1.552046
7.520000,1.500000,1.887521
7.530000,1.500000,1.545737
7.540000,1.500000,1.369850
7.550000,1.500000,1.842754
7.560000,1.500000,1.657324
7.570000,1.500000,1.838466
7.580000,1.500000,1.572675
7.590000,1.500000,1.500487
7.600000,1.500000,1.902972
7.610000,1.500000,1.494031
7.620000,1.500000,1.478199
7.630000,1.500000,1.429171
7.640000,1.500000,1.300534
7.650000,1.500000,1.586958
7.660000,1.500000,1.417245
7.670000,1.500000,1.763760
7.680000,1.500000,1.425037
7.690000,1.500000,1.615003
7.700000,1.500000,2.166253
7.710000,1.500000,1.861708
7.720000,1.500000,1.825223
7.730000,1.500000,1.570459
7.740000,1.500000,1.797853
7.750000,1.500000,1.854365
7.760000,1.500000,1.603140
7.770000,1.500000,1.887183
7.780000,1.500000,2.065978
7.790000,1.500000,1.833063
7.800000,1.500000,1.867542
7.810000,1.500000,1.586546
7.820000,1.500000,1.698990
7.830000,1.500000,2.098360
7.840000,1.500000,1.837513
7.850000,1.500000,1.806196
7.860000,1.500000,1.854862
7.870000,1.500000,1.966544
7.880000,1.500000,1.803818
7.890000,1.500000,2.018417
7.900000,1.500000,1.794894
7.910000,1.500000,2.143909
7.920000,1.500000,1.866072
7.930000,1.500000,2.253717
7.940000,1.500000,2.055210
7.950000,1.500000,1.934995
7.960000,1.500000,2.224798
7.970000,1.500000,1.875406
7.980000,1.500000,2.018354
7.990000,1.500000,2.117028
8.000000,1.500000,2.110134
8.010000,1.500000,1.824023
8.020000,1.500000,2.008419
8.030000,1.500000,2.193024
8.040000,1.500000,1.970228
8.050000,1.500000,2.391715
8.060000,1.500000,2.282379
8.070000,1.500000,2.135438
8.080000,1.500000,2.194630
8.090000,1.500000,2.536565
8.100000,1.500000,2.403032
8.110000,1.500000,2.328017
8.120000,1.500000,2.056991
8.130000,1.500000,2.551417
8.140000,1.500000,2.473142
8.150000,1.500000,2.296308
8.160000,1.500000,2.245928
8.170000,1.500000,2.316239
8.180000,1.500000,2.169048
8.190000,1.500000,2.297828
8.200000,1.500000,2.506140
8.210000,1.500000,2.112902
8.220000,1.500000,2.362320
8.230000,1.500000,2.443261
8.240000,1.500000,2.454971
8.250000,1.500000,2.265535
8.260000,1.500000,2.278395
8.270000,1.500000,2.650912
8.280000,1.500000,2.298494
8.290000,1.500000,2.665019
8.300000,1.500000,2.442714
8.310000,1.500000,2.703174
8.320000,1.500000,2.479340
8.330000,1.500000,2.374970
8.340000,1.500000,2.708337
8.350000,1.500000,2.583662
8.360000,1.500000,2.828968
8.370000,1.500000,2.754521
8.380000,1.500000,2.590704
8.390000,1.500000,2.569414
8.400000,-1.500000,2.657619
8.410000,-1.500000,2.696788
8.420000,-1.500000,2.539346
8.430000,-1.500000,2.823198
8.440000,-1.500000,2.637828
8.450000,-1.500000,2.643625
8.460000,-1.500000,2.634153
8.470000,-1.500000,2.764586
8.480000,-1.500000,2.626339
8.490000,-1.500000,2.764098
8.500000,-1.500000,3.186489
8.510000,-1.500000,2.746170
8.520000,-1.500000,2.690928
8.530000,-1.500000,2.500081
8.540000,-1.500000,2.775240
8.550000,-1.500000,2.594771
8.560000,-1.500000,2.712959
8.570000,-1.500000,2.797828
8.580000,-1.500000,2.501019
8.590000,-1.500000,2.799808
8.600000,-1.500000,2.822606
8.610000,-1.500000,2.568269
8.620000,-1.500000,2.709589
8.630000,-1.500000,2.479789
8.640000,-1.500000,3.015345
8.650000,-1.500000,2.814872
8.660000,-1.500000,2.729959
8.670000,-1.500000,2.727648
8.680000,-1.500000,2.926912
8.690000,-1.500000,2.727048
8.700000,-1.500000,2.787568
8.710000,-1.500000,2.968108
8.720000,-1.500000,2.665402
