time,input,output
1.550000,0.699264,0.038018
1.560000,0.681046,0.103631
1.570000,0.661849,-0.063122
1.580000,0.641714,0.243400
1.590000,0.620682,0.007968
1.600000,0.598795,0.038899
1.610000,0.576096,0.010205
1.620000,0.552633,0.067350
1.630000,0.528450,0.162921
1.640000,0.503597,0.162242
1.650000,0.478121,-0.079526
1.660000,0.452073,0.309044
1.670000,0.425502,-0.099342
1.680000,0.398461,0.092042
1.690000,0.371001,0.041893
1.700000,0.343173,-0.074779
1.710000,0.315032,0.085035
1.720000,0.286629,-0.014365
1.730000,0.258017,0.120164
1.740000,0.229249,0.178246
1.750000,0.200378,0.353119
1.760000,0.171457,0.174854
1.770000,0.142538,0.035458
1.780000,0.113672,0.076005
1.790000,0.084910,0.165851
1.800000,0.056304,0.164249
1.810000,0.027902,0.385960
1.820000,-0.000246,0.381456
1.830000,-0.028093,0.109670
1.840000,-0.055592,0.085199
1.850000,-0.082698,-0.226911
1.860000,-0.109367,0.095970
1.870000,-0.135555,0.033396
1.880000,-0.161222,0.137122
1.890000,-0.186328,0.260223
1.900000,-0.210835,0.231302
1.910000,-0.234706,0.203412
1.920000,-0.257907,0.244453
1.930000,-0.280406,0.197579
1.940000,-0.302171,0.253166
1.950000,-0.323175,-0.284498
1.960000,-0.343390,0.188022
1.970000,-0.362791,0.217156
1.980000,-0.381358,0.184661
1.990000,-0.399068,0.207945
2.000000,-0.415905,0.357240
2.010000,-0.431853,0.154944
2.020000,-0.446898,0.600789
2.030000,-0.461029,0.364809
2.040000,-0.474237,0.257970
2.050000,-0.486516,0.229110
2.060000,-0.497863,0.250756
2.070000,-0.508274,0.122192
2.080000,-0.517751,0.254167
2.090000,-0.526296,0.315415
2.100000,-0.533915,0.364941
2.110000,-0.540615,0.366745
2.120000,-0.546406,0.233231
2.130000,-0.551299,0.054218
2.140000,-0.555310,0.173578
2.150000,-0.558453,0.535358
2.160000,-0.560747,0.423028
2.170000,-0.562214,0.340516
2.180000,-0.562874,0.162254
2.190000,-0.562752,0.283581
2.200000,-0.561874,0.084673
2.210000,-0.560269,0.195981
2.220000,-0.557965,0.244350
2.230000,-0.554994,0.225643
2.240000,-0.551389,0.433616
2.250000,-0.547183,0.057422
2.260000,-0.542413,0.144124
2.270000,-0.537115,0.062665
2.280000,-0.531327,0.083288
2.290000,-0.525088,0.297302
2.300000,-0.518438,0.023243
2.310000,-0.511419,0.393955
2.320000,-0.504072,0.234053
2.330000,-0.496440,0.282135
2.340000,-0.488565,0.320307
2.350000,-0.480491,0.198567
2.360000,-0.472262,0.428246
2.370000,-0.463921,0.231925
2.380000,-0.455514,0.354116
2.390000,-0.447083,0.226116
2.400000,-0.438674,0.300887
2.410000,-0.430330,0.296298
2.420000,-0.422094,0.288677
2.430000,-0.414010,0.092069
2.440000,-0.406120,0.311902
2.450000,-0.398467,0.189316
2.460000,-0.391091,0.336103
2.470000,-0.384034,-0.107353
2.480000,-0.377333,-0.002189
2.490000,-0.371028,0.283324
2.500000,-0.365155,0.516718
2.510000,-0.359752,0.350419
2.520000,-0.354852,0.106620
2.530000,-0.350488,-0.056950
2.540000,-0.346693,0.324000
2.550000,-0.343495,0.189740
2.560000,-0.340925,0.291716
2.570000,-0.339008,0.212313
2.580000,-0.337769,0.194465
2.590000,-0.337232,0.653204
2.600000,-0.337416,0.179993
2.610000,-0.338342,0.151276
2.620000,-0.340026,0.152678
2.630000,-0.342483,0.074976
2.640000,-0.345726,0.319091
2.650000,-0.349765,0.101834
2.660000,-0.354610,0.253485
2.670000,-0.360264,0.193035
2.680000,-0.366734,0.335809
2.690000,-0.374020,0.204476
2.700000,-0.382121,-0.058910
2.710000,-0.391034,-0.081959
2.720000,-0.400755,0.345226
2.730000,-0.411275,0.020993
2.740000,-0.422585,-0.096943
2.750000,-0.434672,0.000537
2.760000,-0.447522,0.300842
2.770000,-0.461118,-0.129271
2.780000,-0.475442,-0.047403
2.790000,-0.490472,-0.021594
2.800000,-0.506185,-0.119842
2.810000,-0.522556,-0.115207
2.820000,-0.539558,-0.174008
2.830000,-0.557162,-0.013014
2.840000,-0.575336,-0.002425
2.850000,-0.594048,-0.060542
2.860000,-0.613263,-0.220513
2.870000,-0.632944,0.232607
2.880000,-0.653054,-0.182340
2.890000,-0.673552,0.065023
2.900000,-0.694399,-0.155734
2.910000,-0.715551,0.112892
2.920000,-0.736965,0.151249
2.930000,-0.758597,-0.145874
2.940000,-0.780399,-0.318638
2.950000,-0.802326,0.088047
2.960000,-0.824330,0.266990
2.970000,-0.846361,0.028353
2.980000,-0.868372,-0.019909
2.990000,-0.890312,0.076254
3.000000,-0.912131,0.059384
3.010000,-0.933779,-0.201032
3.020000,-0.955205,-0.182712
3.030000,-0.976358,0.009440
3.040000,-0.997187,-0.118820
3.050000,-1.017643,0.103095
3.060000,-1.037674,-0.225645
3.070000,-1.057230,-0.004972
3.080000,-1.076262,-0.079028
3.090000,-1.094721,-0.162924
3.100000,-1.112558,0.033085
3.110000,-1.129727,-0.055407
3.120000,-1.146181,-0.332112
3.130000,-1.161873,-0.082449
3.140000,-1.176761,0.023078
3.150000,-1.190800,-0.225792
3.160000,-1.203950,-0.255513
3.170000,-1.216169,-0.333297
3.180000,-1.227418,-0.240978
3.190000,-1.237662,-0.141931
3.200000,-1.246864,-0.391506
3.210000,-1.254991,-0.487081
3.220000,-1.262010,-0.345787
3.230000,-1.267893,-0.516890
3.240000,-1.272611,-0.228557
3.250000,-1.276139,-0.391485
3.260000,-1.278454,-0.614491
3.270000,-1.279533,-0.405157
3.280000,-1.279359,-0.393772
3.290000,-1.277914,-0.305758
3.300000,-1.275185,-0.413386
3.310000,-1.271160,-0.108729
3.320000,-1.265829,-0.500181
3.330000,-1.259186,-0.442160
3.340000,-1.251226,-0.462851
3.350000,-1.241948,-0.505706
3.360000,-1.231352,-0.453085
3.370000,-1.219442,-0.404759
3.380000,-1.206224,-0.293314
3.390000,-1.191706,-0.768322
3.400000,-1.175900,-0.616017
3.410000,-1.158818,-0.621367
3.420000,-1.140478,-0.417636
3.430000,-1.120898,-0.637777
3.440000,-1.100099,-0.896595
3.450000,-1.078105,-0.598719
3.460000,-1.054941,-0.633649
3.470000,-1.030636,-0.615707
3.480000,-1.005221,-0.824465
3.490000,-0.978728,-0.404129
3.500000,-0.951192,-0.743119
3.510000,-0.922652,-0.737705
3.520000,-0.893145,-0.866289
3.530000,-0.862713,-0.887264
3.540000,-0.831400,-0.949479
3.550000,-0.799250,-0.834426
3.560000,-0.766310,-0.939730
3.570000,-0.732628,-0.479236
3.580000,-0.698254,-1.119032
3.590000,-0.663240,-1.014847
3.600000,-0.627638,-0.915873
3.610000,-0.591501,-0.761822
3.620000,-0.554885,-0.949571
3.630000,-0.517847,-0.793035
3.640000,-0.480442,-1.071619
3.650000,-0.442729,-0.921797
3.660000,-0.404766,-0.670889
3.670000,-0.366612,-1.115018
3.680000,-0.328327,-0.910895
3.690000,-0.289971,-0.959610
3.700000,-0.251603,-1.363274
3.710000,-0.213283,-1.115189
3.720000,-0.175072,-0.857837
3.730000,-0.137030,-1.029778
3.740000,-0.099216,-1.257074
3.750000,-0.061689,-0.970242
3.760000,-0.024509,-1.169082
3.770000,0.012267,-1.050046
3.780000,0.048582,-1.060806
3.790000,0.084377,-1.310479
3.800000,0.119599,-1.021673
3.810000,0.154193,-1.318567
3.820000,0.188105,-1.378183
3.830000,0.221284,-1.323500
3.840000,0.253678,-1.250556
3.850000,0.285240,-1.190181
3.860000,0.315921,-1.340997
3.870000,0.345675,-1.112144
3.880000,0.374460,-1.200924
3.890000,0.402232,-1.361012
3.900000,0.428952,-1.120755
3.910000,0.454581,-1.087586
3.920000,0.479084,-1.296301
3.930000,0.502427,-1.323898
3.940000,0.524579,-1.579246
3.950000,0.545510,-1.371772
3.960000,0.565193,-1.361646
3.970000,0.583605,-1.284637
3.980000,0.600722,-1.357605
3.990000,0.616527,-1.299587
4.000000,0.631002,-1.102464
4.010000,0.644132,-1.435319
4.020000,0.655907,-1.435323
4.030000,0.666317,-1.570504
4.040000,0.675355,-1.370341
4.050000,0.683019,-1.219641
4.060000,0.689306,-1.655727
4.070000,0.694219,-1.488563
4.080000,0.697761,-1.381676
4.090000,0.699939,-1.256678
4.100000,0.700763,-1.333944
4.110000,0.700245,-1.346070
4.120000,0.698399,-1.435709
4.130000,0.695243,-1.326428
4.140000,0.690795,-1.244289
4.150000,0.685077,-1.676597
4.160000,0.678114,-1.292583
4.170000,0.669933,-1.424462
4.180000,0.660562,-1.493403
4.190000,0.650032,-1.796334
4.200000,0.638377,-1.628443
4.210000,0.625631,-1.141544
4.220000,0.611832,-1.518445
4.230000,0.597018,-1.580349
4.240000,0.581232,-1.479972
4.250000,0.564514,-1.524319
4.260000,0.546909,-1.385264
4.270000,0.528463,-1.163235
4.280000,0.509222,-1.493747
4.290000,0.489236,-1.374256
4.300000,0.468553,-1.577459
4.310000,0.447225,-1.152884
4.320000,0.425302,-1.360304
4.330000,0.402838,-1.557976
4.340000,0.379885,-1.240461
4.350000,0.356498,-1.190024
4.360000,0.332730,-1.350347
4.370000,0.308637,-1.631015
4.380000,0.284274,-1.085291
4.390000,0.259695,-1.314091
4.400000,0.234957,-1.173469
4.410000,0.210114,-1.440890
4.420000,0.185222,-1.411917
4.430000,0.160335,-1.326385
4.440000,0.135507,-1.162633
4.450000,0.110793,-1.310770
4.460000,0.086245,-1.526685
4.470000,0.061917,-1.281011
4.480000,0.037859,-1.059152
4.490000,0.014122,-1.300673
4.500000,-0.009244,-1.284806
4.510000,-0.032191,-1.498994
4.520000,-0.054673,-1.515230
4.530000,-0.076643,-1.388188
4.540000,-0.098057,-1.332888
4.550000,-0.118872,-1.258653
4.560000,-0.139048,-1.242665
4.570000,-0.158546,-1.009377
4.580000,-0.177327,-1.247100
4.590000,-0.195357,-1.081768
4.600000,-0.212601,-1.249949
4.610000,-0.229029,-1.008280
4.620000,-0.244610,-1.526734
4.630000,-0.259318,-1.319282
4.640000,-0.273126,-1.062792
4.650000,-0.286012,-1.238961
4.660000,-0.297956,-1.058149
4.670000,-0.308939,-1.138166
4.680000,-0.318944,-1.043115
4.690000,-0.327959,-1.089369
4.700000,-0.335972,-1.073438
4.710000,-0.342973,-0.937637
4.720000,-0.348957,-1.011322
4.730000,-0.353918,-1.003866
4.740000,-0.357857,-1.151498
4.750000,-0.360772,-1.240475
4.760000,-0.362668,-1.246538
4.770000,-0.363549,-1.017319
4.780000,-0.363424,-1.515436
4.790000,-0.362302,-1.330420
4.800000,-0.360195,-1.269923
4.810000,-0.357120,-1.150681
4.820000,-0.353091,-1.521532
4.830000,-0.348129,-0.900406
4.840000,-0.342253,-0.998519
4.850000,-0.335488,-0.773637
4.860000,-0.327858,-0.913511
4.870000,-0.319391,-0.912600
4.880000,-0.310114,-0.713730
4.890000,-0.300059,-1.153963
4.900000,-0.289257,-1.295514
4.910000,-0.277743,-1.088659
4.920000,-0.265552,-1.176497
4.930000,-0.252720,-1.080808
4.940000,-0.239286,-1.200400
4.950000,-0.225288,-0.938708
4.960000,-0.210768,-0.941540
4.970000,-0.195767,-1.021056
4.980000,-0.180327,-0.961677
4.990000,-0.164491,-1.027537
5.000000,-0.148303,-0.880292
5.010000,-0.131808,-0.982294
5.020000,-0.115051,-1.029363
5.030000,-0.098076,-0.834476
5.040000,-0.080931,-0.776142
5.050000,-0.063660,-0.758034
5.060000,-0.046310,-1.120056
5.070000,-0.028926,-1.041923
5.080000,-0.011554,-1.220349
5.090000,0.005761,-0.982896
5.100000,0.022973,-0.873190
5.110000,0.040038,-0.953742
5.120000,0.056913,-0.621157
5.130000,0.073553,-0.984271
5.140000,0.089918,-1.085801
5.150000,0.105964,-0.817333
5.160000,0.121653,-0.876978
5.170000,0.136944,-0.807174
5.180000,0.151800,-0.839372
5.190000,0.166184,-0.842115
5.200000,0.180060,-1.209399
5.210000,0.193394,-0.981742
5.220000,0.206155,-0.953292
5.230000,0.218312,-0.907910
5.240000,0.229835,-0.916644
5.250000,0.240697,-0.773246
5.260000,0.250874,-0.736195
5.270000,0.260342,-1.002730
5.280000,0.269078,-0.707719
5.290000,0.277065,-0.716116
5.300000,0.284284,-0.727421
5.310000,0.290720,-1.017498
5.320000,0.296360,-0.715801
5.330000,0.301194,-0.764468
5.340000,0.305213,-0.617573
5.350000,0.308409,-0.479257
5.360000,0.310780,-0.502091
5.370000,0.312322,-0.727087
5.380000,0.313037,-0.736820
5.390000,0.312927,-0.628144
5.400000,0.311997,-0.895825
5.410000,0.310254,-0.940272
5.420000,0.307707,-0.776910
5.430000,0.304368,-0.500427
5.440000,0.300251,-0.736917
5.450000,0.295372,-0.438056
5.460000,0.289749,-1.107477
5.470000,0.283402,-0.908533
5.480000,0.276353,-0.668004
5.490000,0.268626,-0.498823
5.500000,0.260248,-0.641022
5.510000,0.251247,-0.635838
5.520000,0.241653,-0.630614
5.530000,0.231497,-0.880707
5.540000,0.220812,-0.409423
5.550000,0.209634,-0.691007
5.560000,0.197999,-0.401270
5.570000,0.185944,-0.575148
5.580000,0.173509,-0.385537
5.590000,0.160735,-0.490563
5.600000,0.147662,-0.552094
5.610000,0.134333,-0.489830
5.620000,0.120793,-0.748871
5.630000,0.107086,-0.505383
5.640000,0.093256,-0.225370
5.650000,0.079350,-0.280223
5.660000,0.065414,-0.633188
5.670000,0.051495,-0.387875
5.680000,0.037640,-0.419028
5.690000,0.023897,-0.319455
5.700000,0.010313,-0.424230
5.710000,-0.003065,-0.466519
5.720000,-0.016189,-0.209724
5.730000,-0.029012,-0.376454
5.740000,-0.041487,-0.202759
5.750000,-0.053569,-0.237842
5.760000,-0.065211,-0.433902
5.770000,-0.076368,-0.399743
5.780000,-0.086997,-0.059003
5.790000,-0.097053,-0.324716
5.800000,-0.106496,-0.465860
5.810000,-0.115282,-0.526636
5.820000,-0.123373,-0.173918
5.830000,-0.130730,-0.293716
5.840000,-0.137316,-0.435492
5.850000,-0.143095,-0.194854
5.860000,-0.148033,-0.267595
5.870000,-0.152097,-0.546813
5.880000,-0.155256,-0.182683
5.890000,-0.157483,-0.056539
5.900000,-0.158750,0.145760
5.910000,-0.159031,-0.245201
5.920000,-0.158305,-0.205747
5.930000,-0.156551,0.019600
5.940000,-0.153750,-0.199722
5.950000,-0.149885,-0.174917
5.960000,-0.144942,-0.310294
5.970000,-0.138911,-0.423264
5.980000,-0.131781,-0.050771
5.990000,-0.123546,-0.388810
6.000000,-0.114201,0.000479
6.010000,-0.103743,-0.296999
6.020000,-0.092174,-0.123015
6.030000,-0.079496,-0.216452
6.040000,-0.065715,0.035429
6.050000,-0.050838,-0.095485
6.060000,-0.034876,0.173890
6.070000,-0.017841,-0.300083
6.080000,0.000252,-0.056219
6.090000,0.019384,-0.107133
6.100000,0.039536,-0.063357
6.110000,0.060685,0.151681
6.120000,0.082807,-0.001177
6.130000,0.105874,-0.268256
6.140000,0.129857,0.004427
6.150000,0.154725,-0.138770
6.160000,0.180444,-0.141035
6.170000,0.206979,0.106035
6.180000,0.234290,-0.147704
6.190000,0.262340,-0.105633
6.200000,0.291086,-0.033581
6.210000,0.320486,0.117810
6.220000,0.350493,0.067100
6.230000,0.381062,-0.054950
6.240000,0.412144,-0.053908
6.250000,0.443690,-0.187245
6.260000,0.475649,-0.116837
6.270000,0.507969,-0.092986
6.280000,0.540596,-0.005879
6.290000,0.573476,0.339181
6.300000,0.606555,-0.074353
6.310000,0.639776,-0.006835
6.320000,0.673083,-0.276986
6.330000,0.706418,0.150174
6.340000,0.739725,-0.186402
6.350000,0.772944,-0.072416
6.360000,0.806018,0.243772
6.370000,0.838888,-0.245688
6.380000,0.871497,0.110597
6.390000,0.903786,0.230510
6.400000,0.935697,0.353655
6.410000,0.967173,-0.024276
6.420000,0.998158,0.031439
6.430000,1.028594,0.424478
6.440000,1.058426,0.144446
6.450000,1.087600,0.041406
6.460000,1.116062,0.053966
6.470000,1.143759,0.023413
6.480000,1.170640,0.117634
6.490000,1.196655,0.369374
6.500000,1.221754,0.348036
6.510000,1.245891,0.032557
6.520000,1.269020,0.262916
6.530000,1.291096,0.176368
6.540000,1.312079,0.374849
6.550000,1.331928,0.237803
6.560000,1.350603,0.332876
6.570000,1.368070,0.260878
6.580000,1.384294,-0.047813
6.590000,1.399242,0.317687
6.600000,1.412886,0.121654
6.610000,1.425198,0.453566
6.620000,1.436153,0.240864
6.630000,1.445728,0.265834
6.640000,1.453904,0.373446
6.650000,1.460662,0.479788
6.660000,1.465988,0.375386
6.670000,1.469869,0.675886
6.680000,1.472296,0.691157
6.690000,1.473262,0.716127
6.700000,1.472761,0.422478
6.710000,1.470793,0.240053
6.720000,1.467358,0.682327
6.730000,1.462459,0.438827
6.740000,1.456102,0.526125
6.750000,1.448298,0.635058
6.760000,1.439056,0.297832
6.770000,1.428391,0.825084
6.780000,1.416320,0.721995
6.790000,1.402861,0.655669
6.800000,1.388037,0.757315
6.810000,1.371872,0.721142
6.820000,1.354391,0.668329
6.830000,1.335625,0.618110
6.840000,1.315603,0.566952
6.850000,1.294361,0.746404
6.860000,1.271932,0.775389
6.870000,1.248355,0.906941
6.880000,1.223669,0.784892
6.890000,1.197917,0.635845
6.900000,1.171140,0.539188
6.910000,1.143385,0.785980
6.920000,1.114699,0.819607
6.930000,1.085129,0.826293
6.940000,1.054725,0.617705
6.950000,1.023539,1.047520
6.960000,0.991622,1.065186
6.970000,0.959029,0.783386
6.980000,0.925815,1.058972
6.990000,0.892033,1.100161
7.000000,0.857741,0.973538
7.010000,0.822996,0.835417
7.020000,0.787855,1.258378
7.030000,0.752376,1.081355
7.040000,0.716617,0.999223
7.050000,0.680637,1.178836
7.060000,0.644495,1.330778
7.070000,0.608248,1.013235
7.080000,0.571955,1.218628
7.090000,0.535675,1.433899
7.100000,0.499465,0.967351
7.110000,0.463382,1.074161
7.120000,0.427483,1.083450
7.130000,0.391823,1.169773
7.140000,0.356459,1.178279
7.150000,0.321442,1.275545
7.160000,0.286828,1.114606
7.170000,0.252666,1.162018
7.180000,0.219009,1.324067
7.190000,0.185905,1.316682
7.200000,0.153401,1.445945
7.210000,0.121544,1.387801
7.220000,0.090378,1.460228
7.230000,0.059947,1.172353
7.240000,0.030289,1.307088
7.250000,0.001446,1.674364
7.260000,-0.026547,1.458247
7.270000,-0.053655,1.528314
7.280000,-0.079844,1.466887
7.290000,-0.105084,1.504367
7.300000,-0.129346,1.413683
7.310000,-0.152605,2.027704
7.320000,-0.174837,1.412860
7.330000,-0.196020,1.481659
7.340000,-0.216135,1.116244
7.350000,-0.235165,1.686188
7.360000,-0.253096,1.435278
7.370000,-0.269917,1.524006
7.380000,-0.285618,1.460841
7.390000,-0.300193,1.532807
7.400000,-0.313636,1.519882
7.410000,-0.325947,1.567796
7.420000,-0.337126,1.575713
7.430000,-0.347176,1.568823
7.440000,-0.356102,1.575486
7.450000,-0.363914,1.817432
7.460000,-0.370620,1.758089
7.470000,-0.376234,1.766912
7.480000,-0.380770,1.518335
7.490000,-0.384247,1.840100
7.500000,-0.386683,1.827224
7.510000,-0.388100,1.567396
7.520000,-0.388522,1.902126
7.530000,-0.387975,1.559131
7.540000,-0.386486,1.381572
7.550000,-0.384084,1.852346
7.560000,-0.380802,1.664333
7.570000,-0.376673,1.842444
7.580000,-0.371731,1.573178
7.590000,-0.366012,1.497077
7.600000,-0.359555,1.895216
7.610000,-0.352398,1.481500
7.620000,-0.344583,1.460472
7.630000,-0.336150,1.405832
7.640000,-0.327142,1.271173
7.650000,-0.317603,1.551171
7.660000,-0.307577,1.374635
7.670000,-0.297110,1.713934
7.680000,-0.286248,1.367610
7.690000,-0.275037,1.549598
7.700000,-0.263523,2.092497
7.710000,-0.251754,1.779236
7.720000,-0.239777,1.733676
7.730000,-0.227640,1.469487
7.740000,-0.215390,1.687109
7.750000,-0.203074,1.733512
7.760000,-0.190738,1.471846
7.770000,-0.178431,1.745122
7.780000,-0.166197,1.912834
7.790000,-0.154082,1.668523
7.800000,-0.142131,1.691304
7.810000,-0.130388,1.398309
7.820000,-0.118896,1.498464
7.830000,-0.107697,1.885259
7.840000,-0.096832,1.611559
7.850000,-0.086341,1.567115
7.860000,-0.076262,1.602388
7.870000,-0.066632,1.700417
7.880000,-0.057487,1.523782
7.890000,-0.048861,1.724224
7.900000,-0.040786,1.486300
7.910000,-0.033293,1.820676
7.920000,-0.026411,1.527967
7.930000,-0.020167,1.900511
7.940000,-0.014586,1.686681
7.950000,-0.009692,1.550925
7.960000,-0.005504,1.824972
7.970000,-0.002044,1.459616
7.980000,0.000673,1.586393
7.990000,0.002631,1.668694
8.000000,0.003819,1.645231
8.010000,0.004225,1.342356
8.020000,0.003840,1.509797
8.030000,0.002661,1.677260
8.040000,0.000681,1.437136
8.050000,-0.002099,1.841114
8.060000,-0.005680,1.714088
8.070000,-0.010057,1.549281
8.080000,-0.015227,1.590430
8.090000,-0.021180,1.914150
8.100000,-0.027908,1.762229
8.110000,-0.035398,1.668657
8.120000,-0.043636,1.378905
8.130000,-0.052606,1.854437
8.140000,-0.062290,1.757102
8.150000,-0.072667,1.561042
8.160000,-0.083714,1.491269
8.170000,-0.095407,1.542024
8.180000,-0.107721,1.375113
8.190000,-0.120626,1.484009
8.200000,-0.134094,1.672272
8.210000,-0.148092,1.258821
8.220000,-0.162587,1.487862
8.230000,-0.177545,1.548261
8.240000,-0.192930,1.539264
8.250000,-0.208705,1.328956
8.260000,-0.224830,1.320778
8.270000,-0.241266,1.672091
8.280000,-0.257972,1.298302
8.290000,-0.274906,1.643288
8.300000,-0.292026,1.399275
8.310000,-0.309287,1.637858
8.320000,-0.326646,1.391976
8.330000,-0.344058,1.265388
8.340000,-0.361477,1.576365
8.350000,-0.378859,1.429128
8.360000,-0.396158,1.651699
8.370000,-0.413327,1.554342
8.380000,-0.430321,1.367443
8.390000,-0.447094,1.322894
8.400000,-0.463601,1.387790
8.410000,-0.479796,1.404097
8.420000,-0.495635,1.224357
8.430000,-0.511074,1.486470
8.440000,-0.526068,1.279913
8.450000,-0.540576,1.265070
8.460000,-0.554555,1.235500
8.470000,-0.567964,1.346368
8.480000,-0.580764,1.189086
8.490000,-0.592916,1.308334
8.500000,-0.604383,1.712732
8.510000,-0.615129,1.254934
8.520000,-0.625118,1.182720
8.530000,-0.634319,0.975405
8.540000,-0.642700,1.234595
8.550000,-0.650231,1.038650
8.560000,-0.656885,1.141853
8.570000,-0.662635,1.212222
8.580000,-0.667457,0.901395
8.590000,-0.671331,1.186645
8.600000,-0.674234,1.196379
8.610000,-0.676151,0.929450
8.620000,-0.677065,1.058646
8.630000,-0.676962,0.817188
8.640000,-0.675833,1.341550
8.650000,-0.673667,1.130344
8.660000,-0.670458,1.035156
8.670000,-0.666202,1.023028
8.680000,-0.660898,1.212931
8.690000,-0.654545,1.004161
8.700000,-0.647148,1.056227
